GROUP,GROUPDesc,freq,period,sv,svDesc,figure,sd_value
S5,Clothing and footwear,Y,2007,B_CM_1920,Index,91.8,
S6,Durable goods,Y,2007,B_CM_1920,Index,157.2,
S7,Miscellaneous goods,Y,2007,B_CM_1920,Index,74.7,
S8,Transport,Y,2007,B_CM_1920,Index,81.0,
S9,Miscellaneous services,Y,2007,B_CM_1920,Index,79.9,
,Total,Y,2008,B_CM_1920,Index,72.3,
S1,Food,Y,2008,B_CM_1920,Index,64.3,
S2,Housing,Y,2008,B_CM_1920,Index,63.0,
S3,"Electricity, gas and water",Y,2008,B_CM_1920,Index,93.2,
S4,Alcoholic drinks and tobacco,Y,2008,B_CM_1920,Index,60.6,
S5,Clothing and footwear,Y,2008,B_CM_1920,Index,93.7,
S6,Durable goods,Y,2008,B_CM_1920,Index,153.2,
S7,Miscellaneous goods,Y,2008,B_CM_1920,Index,78.4,
S8,Transport,Y,2008,B_CM_1920,Index,82.9,
S9,Miscellaneous services,Y,2008,B_CM_1920,Index,80.9,
,Total,Y,2009,B_CM_1920,Index,72.7,
S1,Food,Y,2009,B_CM_1920,Index,65.2,
S2,Housing,Y,2009,B_CM_1920,Index,65.4,
S3,"Electricity, gas and water",Y,2009,B_CM_1920,Index,71.2,
S4,Alcoholic drinks and tobacco,Y,2009,B_CM_1920,Index,71.0,
S5,Clothing and footwear,Y,2009,B_CM_1920,Index,96.1,
S6,Durable goods,Y,2009,B_CM_1920,Index,148.0,
S7,Miscellaneous goods,Y,2009,B_CM_1920,Index,80.4,
S8,Transport,Y,2009,B_CM_1920,Index,82.3,
S9,Miscellaneous services,Y,2009,B_CM_1920,Index,79.3,
,Total,Y,2010,B_CM_1920,Index,74.4,
S1,Food,Y,2010,B_CM_1920,Index,66.7,
S2,Housing,Y,2010,B_CM_1920,Index,65.8,
S3,"Electricity, gas and water",Y,2010,B_CM_1920,Index,100.8,
S4,Alcoholic drinks and tobacco,Y,2010,B_CM_1920,Index,73.2,
S5,Clothing and footwear,Y,2010,B_CM_1920,Index,97.6,
S6,Durable goods,Y,2010,B_CM_1920,Index,142.8,
S7,Miscellaneous goods,Y,2010,B_CM_1920,Index,82.4,
S8,Transport,Y,2010,B_CM_1920,Index,83.9,
S9,Miscellaneous services,Y,2010,B_CM_1920,Index,81.0,
,Total,Y,2011,B_CM_1920,Index,78.2,
S1,Food,Y,2011,B_CM_1920,Index,71.3,
S2,Housing,Y,2011,B_CM_1920,Index,70.5,
S3,"Electricity, gas and water",Y,2011,B_CM_1920,Index,96.3,
S4,Alcoholic drinks and tobacco,Y,2011,B_CM_1920,Index,85.8,
S5,Clothing and footwear,Y,2011,B_CM_1920,Index,103.6,
S6,Durable goods,Y,2011,B_CM_1920,Index,137.2,
S7,Miscellaneous goods,Y,2011,B_CM_1920,Index,85.7,
S8,Transport,Y,2011,B_CM_1920,Index,87.2,
S9,Miscellaneous services,Y,2011,B_CM_1920,Index,83.9,
,Total,Y,2012,B_CM_1920,Index,81.6,
S1,Food,Y,2012,B_CM_1920,Index,75.6,
S2,Housing,Y,2012,B_CM_1920,Index,74.9,
S3,"Electricity, gas and water",Y,2012,B_CM_1920,Index,89.6,
S4,Alcoholic drinks and tobacco,Y,2012,B_CM_1920,Index,88.3,
S5,Clothing and footwear,Y,2012,B_CM_1920,Index,107.1,
S6,Durable goods,Y,2012,B_CM_1920,Index,135.6,
S7,Miscellaneous goods,Y,2012,B_CM_1920,Index,87.7,
S8,Transport,Y,2012,B_CM_1920,Index,89.7,
S9,Miscellaneous services,Y,2012,B_CM_1920,Index,86.2,
,Total,Y,2013,B_CM_1920,Index,85.0,
S1,Food,Y,2013,B_CM_1920,Index,78.9,
S2,Housing,Y,2013,B_CM_1920,Index,79.5,
S3,"Electricity, gas and water",Y,2013,B_CM_1920,Index,95.6,
S4,Alcoholic drinks and tobacco,Y,2013,B_CM_1920,Index,89.5,
S5,Clothing and footwear,Y,2013,B_CM_1920,Index,109.4,
S6,Durable goods,Y,2013,B_CM_1920,Index,129.3,
S7,Miscellaneous goods,Y,2013,B_CM_1920,Index,89.5,
S8,Transport,Y,2013,B_CM_1920,Index,91.7,
S9,Miscellaneous services,Y,2013,B_CM_1920,Index,89.3,
,Total,Y,2014,B_CM_1920,Index,88.5,
S1,Food,Y,2014,B_CM_1920,Index,82.2,
S2,Housing,Y,2014,B_CM_1920,Index,84.5,
S3,"Electricity, gas and water",Y,2014,B_CM_1920,Index,108.6,
S4,Alcoholic drinks and tobacco,Y,2014,B_CM_1920,Index,95.3,
S5,Clothing and footwear,Y,2014,B_CM_1920,Index,109.6,
S6,Durable goods,Y,2014,B_CM_1920,Index,124.4,
S7,Miscellaneous goods,Y,2014,B_CM_1920,Index,91.3,
S8,Transport,Y,2014,B_CM_1920,Index,93.6,
S9,Miscellaneous services,Y,2014,B_CM_1920,Index,91.8,
,Total,Y,2015,B_CM_1920,Index,91.0,
S1,Food,Y,2015,B_CM_1920,Index,85.4,
S2,Housing,Y,2015,B_CM_1920,Index,88.6,
S3,"Electricity, gas and water",Y,2015,B_CM_1920,Index,116.3,
S4,Alcoholic drinks and tobacco,Y,2015,B_CM_1920,Index,96.6,
S5,Clothing and footwear,Y,2015,B_CM_1920,Index,108.5,
S6,Durable goods,Y,2015,B_CM_1920,Index,117.3,
S7,Miscellaneous goods,Y,2015,B_CM_1920,Index,91.9,
S8,Transport,Y,2015,B_CM_1920,Index,93.3,
S9,Miscellaneous services,Y,2015,B_CM_1920,Index,92.8,
,Total,Y,2016,B_CM_1920,Index,93.1,
S1,Food,Y,2016,B_CM_1920,Index,88.3,
S2,Housing,Y,2016,B_CM_1920,Index,91.8,
S3,"Electricity, gas and water",Y,2016,B_CM_1920,Index,117.3,
S4,Alcoholic drinks and tobacco,Y,2016,B_CM_1920,Index,97.5,
S5,Clothing and footwear,Y,2016,B_CM_1920,Index,104.3,
S6,Durable goods,Y,2016,B_CM_1920,Index,110.4,
S7,Miscellaneous goods,Y,2016,B_CM_1920,Index,93.2,
S8,Transport,Y,2016,B_CM_1920,Index,94.9,
S9,Miscellaneous services,Y,2016,B_CM_1920,Index,94.8,
,Total,Y,2017,B_CM_1920,Index,94.4,
S1,Food,Y,2017,B_CM_1920,Index,90.2,
S2,Housing,Y,2017,B_CM_1920,Index,93.6,
S3,"Electricity, gas and water",Y,2017,B_CM_1920,Index,114.9,
S4,Alcoholic drinks and tobacco,Y,2017,B_CM_1920,Index,97.7,
S5,Clothing and footwear,Y,2017,B_CM_1920,Index,103.8,
S6,Durable goods,Y,2017,B_CM_1920,Index,106.8,
S7,Miscellaneous goods,Y,2017,B_CM_1920,Index,94.1,
S8,Transport,Y,2017,B_CM_1920,Index,97.1,
S9,Miscellaneous services,Y,2017,B_CM_1920,Index,95.4,
,Total,Y,2018,B_CM_1920,Index,96.6,
S1,Food,Y,2018,B_CM_1920,Index,93.1,
S2,Housing,Y,2018,B_CM_1920,Index,95.9,
S3,"Electricity, gas and water",Y,2018,B_CM_1920,Index,120.3,
S4,Alcoholic drinks and tobacco,Y,2018,B_CM_1920,Index,98.8,
S5,Clothing and footwear,Y,2018,B_CM_1920,Index,105.5,
S6,Durable goods,Y,2018,B_CM_1920,Index,104.4,
S7,Miscellaneous goods,Y,2018,B_CM_1920,Index,95.2,
S8,Transport,Y,2018,B_CM_1920,Index,98.6,
S9,Miscellaneous services,Y,2018,B_CM_1920,Index,97.3,
,Total,Y,2019,B_CM_1920,Index,99.2,
S1,Food,Y,2019,B_CM_1920,Index,97.4,
S2,Housing,Y,2019,B_CM_1920,Index,99.1,
S3,"Electricity, gas and water",Y,2019,B_CM_1920,Index,114.8,
S4,Alcoholic drinks and tobacco,Y,2019,B_CM_1920,Index,99.8,
S5,Clothing and footwear,Y,2019,B_CM_1920,Index,103.8,
S6,Durable goods,Y,2019,B_CM_1920,Index,102.1,
S7,Miscellaneous goods,Y,2019,B_CM_1920,Index,96.8,
S8,Transport,Y,2019,B_CM_1920,Index,100.6,
S9,Miscellaneous services,Y,2019,B_CM_1920,Index,99.3,
,Total,Y,2020,B_CM_1920,Index,99.8,
S1,Food,Y,2020,B_CM_1920,Index,100.3,
S2,Housing,Y,2020,B_CM_1920,Index,100.0,
S3,"Electricity, gas and water",Y,2020,B_CM_1920,Index,92.7,
S4,Alcoholic drinks and tobacco,Y,2020,B_CM_1920,Index,100.3,
S5,Clothing and footwear,Y,2020,B_CM_1920,Index,98.5,
S6,Durable goods,Y,2020,B_CM_1920,Index,99.6,
S7,Miscellaneous goods,Y,2020,B_CM_1920,Index,100.7,
S8,Transport,Y,2020,B_CM_1920,Index,99.3,
S9,Miscellaneous services,Y,2020,B_CM_1920,Index,100.1,
,Total,Y,2021,B_CM_1920,Index,100.8,
S1,Food,Y,2021,B_CM_1920,Index,102.0,
S2,Housing,Y,2021,B_CM_1920,Index,99.2,
S3,"Electricity, gas and water",Y,2021,B_CM_1920,Index,114.9,
S4,Alcoholic drinks and tobacco,Y,2021,B_CM_1920,Index,100.2,
S5,Clothing and footwear,Y,2021,B_CM_1920,Index,101.7,
S6,Durable goods,Y,2021,B_CM_1920,Index,100.5,
S7,Miscellaneous goods,Y,2021,B_CM_1920,Index,97.4,
S8,Transport,Y,2021,B_CM_1920,Index,101.9,
S9,Miscellaneous services,Y,2021,B_CM_1920,Index,100.9,
,Total,Y,2022,B_CM_1920,Index,102.5,
S1,Food,Y,2022,B_CM_1920,Index,105.9,
S2,Housing,Y,2022,B_CM_1920,Index,99.0,
S3,"Electricity, gas and water",Y,2022,B_CM_1920,Index,123.4,
S4,Alcoholic drinks and tobacco,Y,2022,B_CM_1920,Index,101.2,
S5,Clothing and footwear,Y,2022,B_CM_1920,Index,107.9,
S6,Durable goods,Y,2022,B_CM_1920,Index,100.9,
S7,Miscellaneous goods,Y,2022,B_CM_1920,Index,97.9,
S8,Transport,Y,2022,B_CM_1920,Index,104.8,
S9,Miscellaneous services,Y,2022,B_CM_1920,Index,102.2,
,Total,Y,2023,B_CM_1920,Index,104.6,
S1,Food,Y,2023,B_CM_1920,Index,108.8,
S2,Housing,Y,2023,B_CM_1920,Index,99.8,
S3,"Electricity, gas and water",Y,2023,B_CM_1920,Index,135.1,
S4,Alcoholic drinks and tobacco,Y,2023,B_CM_1920,Index,116.8,
S5,Clothing and footwear,Y,2023,B_CM_1920,Index,113.4,
S6,Durable goods,Y,2023,B_CM_1920,Index,98.2,
S7,Miscellaneous goods,Y,2023,B_CM_1920,Index,99.7,
S8,Transport,Y,2023,B_CM_1920,Index,106.9,
S9,Miscellaneous services,Y,2023,B_CM_1920,Index,104.9,
,Total,Y,2024,B_CM_1920,Index,106.2,
S1,Food,Y,2024,B_CM_1920,Index,110.5,
S2,Housing,Y,2024,B_CM_1920,Index,101.6,
S3,"Electricity, gas and water",Y,2024,B_CM_1920,Index,133.7,
S4,Alcoholic drinks and tobacco,Y,2024,B_CM_1920,Index,137.9,
S5,Clothing and footwear,Y,2024,B_CM_1920,Index,112.6,
S6,Durable goods,Y,2024,B_CM_1920,Index,97.2,
S7,Miscellaneous goods,Y,2024,B_CM_1920,Index,100.9,
S8,Transport,Y,2024,B_CM_1920,Index,109.1,
S9,Miscellaneous services,Y,2024,B_CM_1920,Index,107.4,
,Total,Y,2025,B_CM_1920,Index,107.6,
S1,Food,Y,2025,B_CM_1920,Index,111.3,
S2,Housing,Y,2025,B_CM_1920,Index,103.2,
S3,"Electricity, gas and water",Y,2025,B_CM_1920,Index,140.3,
S4,Alcoholic drinks and tobacco,Y,2025,B_CM_1920,Index,143.6,
S5,Clothing and footwear,Y,2025,B_CM_1920,Index,108.4,
S6,Durable goods,Y,2025,B_CM_1920,Index,95.0,
S7,Miscellaneous goods,Y,2025,B_CM_1920,Index,101.8,
S8,Transport,Y,2025,B_CM_1920,Index,112.1,
S9,Miscellaneous services,Y,2025,B_CM_1920,Index,109.1,
,Total,Y,1999,C_CM_1920,Index,75.8,
S1,Food,Y,1999,C_CM_1920,Index,59.5,
S2,Housing,Y,1999,C_CM_1920,Index,76.7,
S3,"Electricity, gas and water",Y,1999,C_CM_1920,Index,83.4,
S4,Alcoholic drinks and tobacco,Y,1999,C_CM_1920,Index,69.4,
S5,Clothing and footwear,Y,1999,C_CM_1920,Index,97.7,
S6,Durable goods,Y,1999,C_CM_1920,Index,212.0,
S7,Miscellaneous goods,Y,1999,C_CM_1920,Index,63.5,
S8,Transport,Y,1999,C_CM_1920,Index,75.7,
S9,Miscellaneous services,Y,1999,C_CM_1920,Index,74.0,
,Total,Y,2000,C_CM_1920,Index,72.4,
S1,Food,Y,2000,C_CM_1920,Index,58.3,
S2,Housing,Y,2000,C_CM_1920,Index,69.1,
S3,"Electricity, gas and water",Y,2000,C_CM_1920,Index,85.9,
S4,Alcoholic drinks and tobacco,Y,2000,C_CM_1920,Index,68.6,
S5,Clothing and footwear,Y,2000,C_CM_1920,Index,92.1,
S6,Durable goods,Y,2000,C_CM_1920,Index,202.1,
S7,Miscellaneous goods,Y,2000,C_CM_1920,Index,63.5,
S8,Transport,Y,2000,C_CM_1920,Index,77.0,
S9,Miscellaneous services,Y,2000,C_CM_1920,Index,73.8,
,Total,Y,2001,C_CM_1920,Index,71.3,
S1,Food,Y,2001,C_CM_1920,Index,58.2,
S2,Housing,Y,2001,C_CM_1920,Index,67.2,
S3,"Electricity, gas and water",Y,2001,C_CM_1920,Index,85.3,
S4,Alcoholic drinks and tobacco,Y,2001,C_CM_1920,Index,69.7,
S5,Clothing and footwear,Y,2001,C_CM_1920,Index,87.3,
S6,Durable goods,Y,2001,C_CM_1920,Index,189.0,
S7,Miscellaneous goods,Y,2001,C_CM_1920,Index,63.6,
S8,Transport,Y,2001,C_CM_1920,Index,77.2,
S9,Miscellaneous services,Y,2001,C_CM_1920,Index,74.0,
,Total,Y,2002,C_CM_1920,Index,69.3,
S1,Food,Y,2002,C_CM_1920,Index,57.3,
S2,Housing,Y,2002,C_CM_1920,Index,63.5,
S3,"Electricity, gas and water",Y,2002,C_CM_1920,Index,81.0,
S4,Alcoholic drinks and tobacco,Y,2002,C_CM_1920,Index,71.3,
S5,Clothing and footwear,Y,2002,C_CM_1920,Index,84.8,
S6,Durable goods,Y,2002,C_CM_1920,Index,177.4,
S7,Miscellaneous goods,Y,2002,C_CM_1920,Index,65.4,
S8,Transport,Y,2002,C_CM_1920,Index,76.5,
S9,Miscellaneous services,Y,2002,C_CM_1920,Index,73.0,
,Total,Y,2003,C_CM_1920,Index,67.3,
S1,Food,Y,2003,C_CM_1920,Index,56.5,
S2,Housing,Y,2003,C_CM_1920,Index,59.4,
S3,"Electricity, gas and water",Y,2003,C_CM_1920,Index,82.2,
S4,Alcoholic drinks and tobacco,Y,2003,C_CM_1920,Index,71.7,
S5,Clothing and footwear,Y,2003,C_CM_1920,Index,82.7,
S6,Durable goods,Y,2003,C_CM_1920,Index,166.1,
S7,Miscellaneous goods,Y,2003,C_CM_1920,Index,67.8,
S8,Transport,Y,2003,C_CM_1920,Index,76.8,
S9,Miscellaneous services,Y,2003,C_CM_1920,Index,70.8,
,Total,Y,2004,C_CM_1920,Index,66.8,
S1,Food,Y,2004,C_CM_1920,Index,56.7,
S2,Housing,Y,2004,C_CM_1920,Index,55.8,
S3,"Electricity, gas and water",Y,2004,C_CM_1920,Index,89.3,
S4,Alcoholic drinks and tobacco,Y,2004,C_CM_1920,Index,71.7,
S5,Clothing and footwear,Y,2004,C_CM_1920,Index,89.8,
S6,Durable goods,Y,2004,C_CM_1920,Index,162.3,
S7,Miscellaneous goods,Y,2004,C_CM_1920,Index,71.6,
S8,Transport,Y,2004,C_CM_1920,Index,77.4,
S9,Miscellaneous services,Y,2004,C_CM_1920,Index,70.7,
,Total,Y,2005,C_CM_1920,Index,67.3,
S1,Food,Y,2005,C_CM_1920,Index,57.3,
S2,Housing,Y,2005,C_CM_1920,Index,55.8,
S3,"Electricity, gas and water",Y,2005,C_CM_1920,Index,93.1,
S4,Alcoholic drinks and tobacco,Y,2005,C_CM_1920,Index,72.1,
S5,Clothing and footwear,Y,2005,C_CM_1920,Index,89.2,
S6,Durable goods,Y,2005,C_CM_1920,Index,157.0,
S7,Miscellaneous goods,Y,2005,C_CM_1920,Index,73.1,
S8,Transport,Y,2005,C_CM_1920,Index,78.3,
S9,Miscellaneous services,Y,2005,C_CM_1920,Index,71.9,
,Total,Y,2006,C_CM_1920,Index,68.8,
S1,Food,Y,2006,C_CM_1920,Index,58.3,
S2,Housing,Y,2006,C_CM_1920,Index,58.7,
S3,"Electricity, gas and water",Y,2006,C_CM_1920,Index,95.4,
S4,Alcoholic drinks and tobacco,Y,2006,C_CM_1920,Index,70.5,
S5,Clothing and footwear,Y,2006,C_CM_1920,Index,88.9,
S6,Durable goods,Y,2006,C_CM_1920,Index,149.4,
S7,Miscellaneous goods,Y,2006,C_CM_1920,Index,75.0,
S8,Transport,Y,2006,C_CM_1920,Index,78.8,
S9,Miscellaneous services,Y,2006,C_CM_1920,Index,73.5,
,Total,Y,2007,C_CM_1920,Index,70.6,
S1,Food,Y,2007,C_CM_1920,Index,60.9,
S2,Housing,Y,2007,C_CM_1920,Index,60.9,
S3,"Electricity, gas and water",Y,2007,C_CM_1920,Index,95.0,
S4,Alcoholic drinks and tobacco,Y,2007,C_CM_1920,Index,68.9,
S5,Clothing and footwear,Y,2007,C_CM_1920,Index,95.2,
S6,Durable goods,Y,2007,C_CM_1920,Index,143.7,
S7,Miscellaneous goods,Y,2007,C_CM_1920,Index,76.7,
S8,Transport,Y,2007,C_CM_1920,Index,78.5,
S9,Miscellaneous services,Y,2007,C_CM_1920,Index,75.2,
,Total,Y,2008,C_CM_1920,Index,74.0,
S1,Food,Y,2008,C_CM_1920,Index,66.0,
S2,Housing,Y,2008,C_CM_1920,Index,65.5,
S3,"Electricity, gas and water",Y,2008,C_CM_1920,Index,91.6,
S4,Alcoholic drinks and tobacco,Y,2008,C_CM_1920,Index,68.0,
S5,Clothing and footwear,Y,2008,C_CM_1920,Index,93.2,
S6,Durable goods,Y,2008,C_CM_1920,Index,142.0,
S7,Miscellaneous goods,Y,2008,C_CM_1920,Index,80.1,
S8,Transport,Y,2008,C_CM_1920,Index,81.5,
S9,Miscellaneous services,Y,2008,C_CM_1920,Index,76.3,
,Total,Y,2009,C_CM_1920,Index,74.4,
S1,Food,Y,2009,C_CM_1920,Index,66.9,
S2,Housing,Y,2009,C_CM_1920,Index,67.9,
S3,"Electricity, gas and water",Y,2009,C_CM_1920,Index,75.0,
S4,Alcoholic drinks and tobacco,Y,2009,C_CM_1920,Index,77.2,
S5,Clothing and footwear,Y,2009,C_CM_1920,Index,95.2,
S6,Durable goods,Y,2009,C_CM_1920,Index,138.9,
S7,Miscellaneous goods,Y,2009,C_CM_1920,Index,81.6,
S8,Transport,Y,2009,C_CM_1920,Index,79.6,
S9,Miscellaneous services,Y,2009,C_CM_1920,Index,75.0,
,Total,Y,2010,C_CM_1920,Index,76.0,
S1,Food,Y,2010,C_CM_1920,Index,68.5,
S2,Housing,Y,2010,C_CM_1920,Index,68.4,
S3,"Electricity, gas and water",Y,2010,C_CM_1920,Index,97.3,
S4,Alcoholic drinks and tobacco,Y,2010,C_CM_1920,Index,78.9,
S5,Clothing and footwear,Y,2010,C_CM_1920,Index,97.9,
S6,Durable goods,Y,2010,C_CM_1920,Index,136.2,
S7,Miscellaneous goods,Y,2010,C_CM_1920,Index,83.4,
S8,Transport,Y,2010,C_CM_1920,Index,81.7,
S9,Miscellaneous services,Y,2010,C_CM_1920,Index,76.7,
,Total,Y,2011,C_CM_1920,Index,79.9,
S1,Food,Y,2011,C_CM_1920,Index,72.8,
S2,Housing,Y,2011,C_CM_1920,Index,73.0,
S3,"Electricity, gas and water",Y,2011,C_CM_1920,Index,93.9,
S4,Alcoholic drinks and tobacco,Y,2011,C_CM_1920,Index,87.9,
S5,Clothing and footwear,Y,2011,C_CM_1920,Index,105.4,
S6,Durable goods,Y,2011,C_CM_1920,Index,131.7,
S7,Miscellaneous goods,Y,2011,C_CM_1920,Index,87.0,
S8,Transport,Y,2011,C_CM_1920,Index,86.5,
S9,Miscellaneous services,Y,2011,C_CM_1920,Index,80.0,
,Total,Y,2012,C_CM_1920,Index,83.2,
S1,Food,Y,2012,C_CM_1920,Index,76.5,
S2,Housing,Y,2012,C_CM_1920,Index,77.4,
S3,"Electricity, gas and water",Y,2012,C_CM_1920,Index,90.9,
S4,Alcoholic drinks and tobacco,Y,2012,C_CM_1920,Index,89.2,
S5,Clothing and footwear,Y,2012,C_CM_1920,Index,108.0,
S6,Durable goods,Y,2012,C_CM_1920,Index,129.7,
S7,Miscellaneous goods,Y,2012,C_CM_1920,Index,88.5,
S8,Transport,Y,2012,C_CM_1920,Index,89.4,
S9,Miscellaneous services,Y,2012,C_CM_1920,Index,82.8,
,Total,Y,2013,C_CM_1920,Index,86.3,
S1,Food,Y,2013,C_CM_1920,Index,79.5,
S2,Housing,Y,2013,C_CM_1920,Index,81.8,
S3,"Electricity, gas and water",Y,2013,C_CM_1920,Index,96.7,
S4,Alcoholic drinks and tobacco,Y,2013,C_CM_1920,Index,90.8,
S5,Clothing and footwear,Y,2013,C_CM_1920,Index,108.7,
S6,Durable goods,Y,2013,C_CM_1920,Index,124.7,
S7,Miscellaneous goods,Y,2013,C_CM_1920,Index,89.8,
S8,Transport,Y,2013,C_CM_1920,Index,91.9,
S9,Miscellaneous services,Y,2013,C_CM_1920,Index,86.2,
,Total,Y,2014,C_CM_1920,Index,89.4,
S1,Food,Y,2014,C_CM_1920,Index,82.7,
S2,Housing,Y,2014,C_CM_1920,Index,85.9,
S3,"Electricity, gas and water",Y,2014,C_CM_1920,Index,106.8,
S4,Alcoholic drinks and tobacco,Y,2014,C_CM_1920,Index,95.5,
S5,Clothing and footwear,Y,2014,C_CM_1920,Index,110.8,
S6,Durable goods,Y,2014,C_CM_1920,Index,121.3,
S7,Miscellaneous goods,Y,2014,C_CM_1920,Index,91.6,
S8,Transport,Y,2014,C_CM_1920,Index,93.2,
S9,Miscellaneous services,Y,2014,C_CM_1920,Index,89.0,
,Total,Y,2015,C_CM_1920,Index,91.2,
S1,Food,Y,2015,C_CM_1920,Index,86.1,
S2,Housing,Y,2015,C_CM_1920,Index,89.4,
S3,"Electricity, gas and water",Y,2015,C_CM_1920,Index,112.1,
S4,Alcoholic drinks and tobacco,Y,2015,C_CM_1920,Index,96.4,
S5,Clothing and footwear,Y,2015,C_CM_1920,Index,107.6,
S6,Durable goods,Y,2015,C_CM_1920,Index,114.5,
S7,Miscellaneous goods,Y,2015,C_CM_1920,Index,92.3,
S8,Transport,Y,2015,C_CM_1920,Index,91.9,
S9,Miscellaneous services,Y,2015,C_CM_1920,Index,90.2,
,Total,Y,2016,C_CM_1920,Index,93.1,
S1,Food,Y,2016,C_CM_1920,Index,88.8,
S2,Housing,Y,2016,C_CM_1920,Index,92.2,
S3,"Electricity, gas and water",Y,2016,C_CM_1920,Index,112.7,
S4,Alcoholic drinks and tobacco,Y,2016,C_CM_1920,Index,97.0,
S5,Clothing and footwear,Y,2016,C_CM_1920,Index,105.1,
S6,Durable goods,Y,2016,C_CM_1920,Index,108.9,
